Date,Time,Source MAC,Source IP,Source Port,Dest MAC,Dest IP,Dest Port,Protocol,Good packet,Allowed
10/21/13,16:04:47,,10.0.2.15,62297,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,53402,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,52765,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,49174,,216.58.207.66,443,tcp,1,1
10/21/13,16:04:48,,10.0.2.15,49262,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,61615,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,58302,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,62264,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,57168,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,55024,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,49175,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:48,,10.0.2.15,60460,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,60349,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,58482,,192.168.33.254,53,udp,1,1
10/21/13,16:04:48,,10.0.2.15,49166,,52.222.171.185,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49176,,216.58.207.66,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,52615,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,52910,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,49424,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49177,,216.58.206.2,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,61624,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,50970,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,56986,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,57396,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,62922,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,49178,,216.58.206.2,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,53432,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,62714,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,57611,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,49179,,216.58.207.65,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49180,,216.58.211.4,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49181,,216.58.211.4,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49182,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49183,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49184,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49185,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49186,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49187,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,49361,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,61736,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,50237,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:51,,10.0.2.15,60073,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,58650,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,58345,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,63690,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,51219,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,63224,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,54319,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,59223,,192.168.33.254,53,udp,1,1
10/21/13,16:04:51,,10.0.2.15,65425,,192.168.33.254,53,udp,1,1
10/21/13,16:04:52,,10.0.2.15,64816,,192.168.33.254,53,udp,1,1
10/21/13,16:04:52,,10.0.2.15,56072,,192.168.33.254,53,udp,1,1
10/21/13,16:04:52,,10.0.2.15,53023,,192.168.33.254,53,udp,1,1
10/21/13,16:04:52,,10.0.2.15,59733,,192.168.33.254,53,udp,1,1
10/21/13,16:04:52,,10.0.2.15,49188,,216.58.207.65,443,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49189,,216.58.207.65,443,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49171,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49167,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49190,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:52,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:53,,10.0.2.15,49193,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:53,,10.0.2.15,49194,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:53,,10.0.2.15,49163,,52.39.237.157,443,tcp,1,1
10/21/13,16:04:54,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:04:55,,10.0.2.15,51482,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,49195,,216.58.211.3,443,tcp,1,1
10/21/13,16:04:55,,10.0.2.15,60477,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,64853,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,56479,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,65194,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,58144,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,51678,,192.168.33.254,53,udp,1,1
10/21/13,16:04:55,,10.0.2.15,57574,,192.168.33.254,53,udp,1,1
10/21/13,16:04:56,,10.0.2.15,53700,,192.168.33.254,53,udp,1,1
10/21/13,16:04:56,,10.0.2.15,59518,,192.168.33.254,53,udp,1,1
10/21/13,16:04:57,,10.0.2.15,52320,,192.168.33.254,53,udp,1,1
10/21/13,16:04:57,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:04:58,,10.0.2.15,49190,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:59,,10.0.2.15,49194,,216.58.207.78,80,tcp,1,1
10/21/13,16:04:59,,10.0.2.15,49193,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:01,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:05:03,,10.0.2.15,49177,,216.58.206.2,443,tcp,1,1
10/21/13,16:05:03,,10.0.2.15,49163,,52.39.237.157,443,tcp,1,1
10/21/13,16:05:03,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:03,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:04,,10.0.2.15,49196,,216.58.207.70,443,tcp,1,1
10/21/13,16:05:04,,10.0.2.15,49197,,216.58.207.70,443,tcp,1,1
10/21/13,16:05:04,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:05:05,,10.0.2.15,49198,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:05,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:09,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:09,,10.0.2.15,54295,,192.168.33.254,53,udp,1,1
10/21/13,16:05:09,,10.0.2.15,50654,,192.168.33.254,53,udp,1,1
10/21/13,16:05:09,,10.0.2.15,58320,,192.168.33.254,53,udp,1,1
10/21/13,16:05:09,,10.0.2.15,53628,,192.168.33.254,53,udp,1,1
10/21/13,16:05:10,,10.0.2.15,49195,,216.58.211.3,443,tcp,1,1
10/21/13,16:05:10,,10.0.2.15,55634,,192.168.33.254,53,udp,1,1
10/21/13,16:05:10,,10.0.2.15,62564,,192.168.33.254,53,udp,1,1
10/21/13,16:05:10,,10.0.2.15,61304,,192.168.33.254,53,udp,1,1
10/21/13,16:05:10,,10.0.2.15,61519,,192.168.33.254,53,udp,1,1
10/21/13,16:05:11,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:05:13,,10.0.2.15,49163,,52.39.237.157,443,tcp,1,1
10/21/13,16:05:13,,10.0.2.15,64921,,192.168.33.254,53,udp,1,1
10/21/13,16:05:13,,10.0.2.15,49199,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:13,,10.0.2.15,54143,,192.168.33.254,53,udp,1,1
10/21/13,16:05:13,,10.0.2.15,49826,,192.168.33.254,53,udp,1,1
10/21/13,16:05:13,,10.0.2.15,52653,,192.168.33.254,53,udp,1,1
10/21/13,16:05:13,,10.0.2.15,62130,,192.168.33.254,53,udp,1,1
10/21/13,16:05:14,,10.0.2.15,49200,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:14,,10.0.2.15,49201,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:14,,10.0.2.15,49202,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:14,,10.0.2.15,53400,,192.168.33.254,53,udp,1,1
10/21/13,16:05:14,,10.0.2.15,54689,,192.168.33.254,53,udp,1,1
10/21/13,16:05:14,,10.0.2.15,54681,,192.168.33.254,53,udp,1,1
10/21/13,16:05:14,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:14,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:14,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:14,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:05:15,,10.0.2.15,50112,,192.168.33.254,53,udp,1,1
10/21/13,16:05:15,,10.0.2.15,49203,,74.125.175.213,443,tcp,1,1
10/21/13,16:05:15,,10.0.2.15,62748,,192.168.33.254,53,udp,1,1
10/21/13,16:05:15,,10.0.2.15,49787,,192.168.33.254,53,udp,1,1
10/21/13,16:05:15,,10.0.2.15,51694,,192.168.33.254,53,udp,1,1
10/21/13,16:05:16,,10.0.2.15,55899,,192.168.33.254,53,udp,1,1
10/21/13,16:05:16,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:05:16,,10.0.2.15,56715,,192.168.33.254,53,udp,1,1
10/21/13,16:05:16,,10.0.2.15,51665,,192.168.33.254,53,udp,1,1
10/21/13,16:05:16,,10.0.2.15,64935,,192.168.33.254,53,udp,1,1
10/21/13,16:05:16,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:19,,10.0.2.15,49202,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:21,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:05:21,,10.0.2.15,55893,,192.168.33.254,53,udp,1,1
10/21/13,16:05:21,,10.0.2.15,49205,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:21,,10.0.2.15,52158,,192.168.33.254,53,udp,1,1
10/21/13,16:05:21,,10.0.2.15,64623,,192.168.33.254,53,udp,1,1
10/21/13,16:05:21,,10.0.2.15,53086,,192.168.33.254,53,udp,1,1
10/21/13,16:05:22,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:23,,10.0.2.15,49163,,52.39.237.157,443,tcp,1,1
10/21/13,16:05:23,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:05:24,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:24,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:24,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:24,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:05:24,,10.0.2.15,49201,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:24,,10.0.2.15,49200,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:25,,10.0.2.15,63204,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,59860,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,55634,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,49206,,172.217.22.98,443,tcp,1,1
10/21/13,16:05:25,,10.0.2.15,49207,,172.217.22.98,443,tcp,1,1
10/21/13,16:05:25,,10.0.2.15,57242,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,60612,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,65266,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,53182,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,61619,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,65187,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,49625,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,51196,,192.168.33.254,53,udp,1,1
10/21/13,16:05:25,,10.0.2.15,61078,,192.168.33.254,53,udp,1,1
10/21/13,16:05:27,,10.0.2.15,52488,,192.168.33.254,53,udp,1,1
10/21/13,16:05:27,,10.0.2.15,49177,,216.58.206.2,443,tcp,1,1
10/21/13,16:05:27,,10.0.2.15,49181,,216.58.211.4,443,tcp,1,1
10/21/13,16:05:27,,10.0.2.15,63304,,192.168.33.254,53,udp,1,1
10/21/13,16:05:28,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:28,,10.0.2.15,64790,,192.168.33.254,53,udp,1,1
10/21/13,16:05:28,,10.0.2.15,63977,,192.168.33.254,53,udp,1,1
10/21/13,16:05:28,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:05:31,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:05:31,,10.0.2.15,59513,,192.168.33.254,53,udp,1,1
10/21/13,16:05:31,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:05:31,,10.0.2.15,60002,,192.168.33.254,53,udp,1,1
10/21/13,16:05:32,,10.0.2.15,60227,,192.168.33.254,53,udp,1,1
10/21/13,16:05:32,,10.0.2.15,49209,,54.201.188.11,443,tcp,1,1
10/21/13,16:05:32,,10.0.2.15,54911,,192.168.33.254,53,udp,1,1
10/21/13,16:05:32,,10.0.2.15,52257,,192.168.33.254,53,udp,1,1
10/21/13,16:05:32,,10.0.2.15,49210,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:32,,10.0.2.15,49211,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:32,,10.0.2.15,59838,,192.168.33.254,53,udp,1,1
10/21/13,16:05:32,,10.0.2.15,49212,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:32,,10.0.2.15,55355,,192.168.33.254,53,udp,1,1
10/21/13,16:05:32,,10.0.2.15,64561,,192.168.33.254,53,udp,1,1
10/21/13,16:05:33,,10.0.2.15,49163,,52.39.237.157,443,tcp,1,1
10/21/13,16:05:33,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:05:33,,10.0.2.15,55678,,192.168.33.254,53,udp,1,1
10/21/13,16:05:34,,10.0.2.15,51016,,192.168.33.254,53,udp,1,1
10/21/13,16:05:34,,10.0.2.15,49998,,192.168.33.254,53,udp,1,1
10/21/13,16:05:34,,10.0.2.15,62613,,192.168.33.254,53,udp,1,1
10/21/13,16:05:34,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:34,,10.0.2.15,49201,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:34,,10.0.2.15,49200,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:35,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:35,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:38,,10.0.2.15,49209,,54.201.188.11,443,tcp,1,1
10/21/13,16:05:42,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:05:42,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:05:43,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:05:43,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:05:43,,10.0.2.15,49163,,52.39.237.157,443,tcp,1,1
10/21/13,16:05:44,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:05:44,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:44,,10.0.2.15,49201,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:44,,10.0.2.15,49200,,173.194.10.206,443,tcp,1,1
10/21/13,16:05:45,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:45,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:49,,10.0.2.15,49172,,216.58.207.67,443,tcp,1,1
10/21/13,16:05:52,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:05:53,,10.0.2.15,49174,,216.58.207.66,443,tcp,1,1
10/21/13,16:05:53,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:05:54,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:05:54,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:55,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:55,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:05:56,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:05:56,,10.0.2.15,49188,,216.58.207.65,443,tcp,1,1
10/21/13,16:05:56,,10.0.2.15,49179,,216.58.207.65,443,tcp,1,1
10/21/13,16:06:03,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:06:03,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:06:03,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:06:04,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:06:04,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:05,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:05,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:07,,10.0.2.15,49196,,216.58.207.70,443,tcp,1,1
10/21/13,16:06:12,,10.0.2.15,49195,,216.58.211.3,443,tcp,1,1
10/21/13,16:06:13,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:06:13,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:06:14,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:06:14,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:15,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:06:15,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:15,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:23,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:06:23,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:06:24,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:06:24,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:25,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:06:25,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:25,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:27,,10.0.2.15,49207,,172.217.22.98,443,tcp,1,1
10/21/13,16:06:28,,10.0.2.15,49177,,216.58.206.2,443,tcp,1,1
10/21/13,16:06:29,,10.0.2.15,49181,,216.58.211.4,443,tcp,1,1
10/21/13,16:06:29,,10.0.2.15,,,10.0.2.2,,arp,1,1
10/21/13,16:06:33,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:06:33,,10.0.2.15,49208,,54.201.188.11,443,tcp,1,1
10/21/13,16:06:33,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:06:34,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:06:34,,10.0.2.15,53349,,192.168.33.254,53,udp,1,1
10/21/13,16:06:34,,10.0.2.15,49211,,216.58.207.78,443,tcp,1,1
10/21/13,16:06:34,,10.0.2.15,64950,,192.168.33.254,53,udp,1,1
10/21/13,16:06:34,,10.0.2.15,58643,,192.168.33.254,53,udp,1,1
10/21/13,16:06:34,,10.0.2.15,60386,,192.168.33.254,53,udp,1,1
10/21/13,16:06:34,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:35,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:35,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:43,,10.0.2.15,49164,,93.184.220.29,80,tcp,1,1
10/21/13,16:06:44,,10.0.2.15,49162,,52.222.174.104,80,tcp,1,1
10/21/13,16:06:44,,10.0.2.15,49168,,216.58.207.78,443,tcp,1,1
10/21/13,16:06:44,,10.0.2.15,49192,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:45,,10.0.2.15,49204,,74.125.104.106,443,tcp,1,1
10/21/13,16:06:45,,10.0.2.15,49169,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:46,,10.0.2.15,49191,,216.58.207.78,80,tcp,1,1
10/21/13,16:06:50,,10.0.2.15,49172,,216.58.207.67,443,tcp,1,1
